,fid,DN,geometry
2542,2886.0,1,"POLYGON ((37.574501367545075 47.13966333333333, 37.57483470457698 47.13966333333333, 37.57483470457698 47.139496666666666, 37.574501367545075 47.139496666666666, 37.574501367545075 47.13966333333333))"
2543,2887.0,1,"POLYGON ((37.61241845492371 47.13966333333333, 37.612585123439665 47.13966333333333, 37.612585123439665 47.139496666666666, 37.61241845492371 47.139496666666666, 37.61241845492371 47.13966333333333))"
2544,2888.0,1,"POLYGON ((37.575001373092924 47.14233, 37.57558471289875 47.14233, 37.57558471289875 47.142163333333336, 37.575751381414705 47.142163333333336, 37.575751381414705 47.14233, 37.5760847184466 47.14233, 37.5760847184466 47.14183, 37.576251386962554 47.14183, 37.576251386962554 47.141663333333334, 37.57650138973648 47.141663333333334, 37.57650138973648 47.14141333333333, 37.57666805825243 47.14141333333333, 37.57666805825243 47.14124666666667, 37.57650138973648 47.14124666666667, 37.57650138973648 47.14108, 37.576251386962554 47.14108, 37.576251386962554 47.140746666666665, 37.57650138973648 47.140746666666665, 37.57650138973648 47.140163333333334, 37.57666805825243 47.140163333333334, 37.57666805825243 47.13999666666667, 37.577334732316224 47.13999666666667, 37.577334732316224 47.13983, 37.577584735090156 47.13983, 37.577584735090156 47.13966333333333, 37.577334732316224 47.13966333333333, 37.577334732316224 47.139496666666666, 37.57700139528433 47.139496666666666, 37.57700139528433 47.13966333333333, 37.576834726768375 47.13966333333333, 37.576834726768375 47.13983, 37.5760847184466 47.13983, 37.5760847184466 47.13966333333333, 37.57650138973648 47.13966333333333, 37.57650138973648 47.139496666666666, 37.57591804993065 47.139496666666666, 37.57591804993065 47.13966333333333, 37.57558471289875 47.13966333333333, 37.57558471289875 47.13933, 37.5754180443828 47.13933, 37.5754180443828 47.13966333333333, 37.57525137586685 47.13966333333333, 37.57525137586685 47.140746666666665, 37.575001373092924 47.140746666666665, 37.575001373092924 47.140413333333335, 37.57483470457698 47.140413333333335, 37.57483470457698 47.14058, 37.57433469902912 47.14058, 37.57433469902912 47.14091333333333, 37.57416803051318 47.14091333333333, 37.57416803051318 47.14108, 37.57433469902912 47.14108, 37.57433469902912 47.14124666666667, 37.574501367545075 47.14124666666667, 37.574501367545075 47.141663333333334, 37.57433469902912 47.141663333333334, 37.57433469902912 47.14183, 37.57466803606103 47.14183, 37.57466803606103 47.141996666666664, 37.57483470457698 47.141996666666664, 37.57483470457698 47.142163333333336, 37.575001373092924 47.142163333333336, 37.575001373092924 47.14233), (37.57525137586685 47.14183, 37.57525137586685 47.14141333333333, 37.575001373092924 47.14141333333333, 37.575001373092924 47.141663333333334, 37.57483470457698 47.141663333333334, 37.57483470457698 47.14124666666667, 37.57466803606103 47.14124666666667, 37.57466803606103 47.14091333333333, 37.575001373092924 47.14091333333333, 37.575001373092924 47.14108, 37.57525137586685 47.14108, 37.57525137586685 47.14091333333333, 37.5754180443828 47.14091333333333, 37.5754180443828 47.140746666666665, 37.575751381414705 47.140746666666665, 37.575751381414705 47.14091333333333, 37.57591804993065 47.14091333333333, 37.57591804993065 47.141663333333334, 37.575751381414705 47.141663333333334, 37.575751381414705 47.14183, 37.57525137586685 47.14183))"
2545,2889.0,1,"POLYGON ((37.578084740638005 47.14141333333333, 37.57933475450763 47.14141333333333, 37.57933475450763 47.14124666666667, 37.579168085991675 47.14124666666667, 37.579168085991675 47.14091333333333, 37.57933475450763 47.14091333333333, 37.57933475450763 47.140746666666665, 37.579168085991675 47.140746666666665, 37.579168085991675 47.14058, 37.57966809153953 47.14058, 37.57966809153953 47.140413333333335, 37.580418099861305 47.140413333333335, 37.580418099861305 47.14091333333333, 37.581001439667126 47.14091333333333, 37.581001439667126 47.140746666666665, 37.58133477669903 47.140746666666665, 37.58133477669903 47.140413333333335, 37.58150144521498 47.140413333333335, 37.58150144521498 47.13999666666667, 37.58166811373093 47.13999666666667, 37.58166811373093 47.13966333333333, 37.58150144521498 47.13966333333333, 37.58150144521498 47.139496666666666, 37.58133477669903 47.139496666666666, 37.58133477669903 47.13983, 37.58116810818308 47.13983, 37.58116810818308 47.140163333333334, 37.5807514368932 47.140163333333334, 37.5807514368932 47.13999666666667, 37.580418099861305 47.13999666666667, 37.580418099861305 47.13983, 37.5800847628294 47.13983, 37.5800847628294 47.13966333333333, 37.579918094313456 47.13966333333333, 37.579918094313456 47.139496666666666, 37.57950142302358 47.139496666666666, 37.57950142302358 47.13933, 37.57933475450763 47.13933, 37.57933475450763 47.13966333333333, 37.57900141747573 47.13966333333333, 37.57900141747573 47.13983, 37.578668080443826 47.13983, 37.578668080443826 47.140163333333334, 37.57825140915395 47.140163333333334, 37.57825140915395 47.140413333333335, 37.5784180776699 47.140413333333335, 37.5784180776699 47.140746666666665, 37.57825140915395 47.140746666666665, 37.57825140915395 47.14091333333333, 37.578084740638005 47.14091333333333, 37.578084740638005 47.14141333333333))"
2546,2890.0,1,"POLYGON ((37.620168540915394 47.13983, 37.6205018779473 47.13983, 37.6205018779473 47.13933, 37.620335209431346 47.13933, 37.620335209431346 47.139496666666666, 37.620168540915394 47.139496666666666, 37.620168540915394 47.13983))"
2547,2891.0,1,"POLYGON ((37.658418965325936 47.13983, 37.65858563384189 47.13983, 37.65858563384189 47.13966333333333, 37.65875230235783 47.13966333333333, 37.65875230235783 47.139496666666666, 37.65858563384189 47.139496666666666, 37.65858563384189 47.13933, 37.658418965325936 47.13933, 37.658418965325936 47.13983))"
2548,2892.0,1,"POLYGON ((37.56141788904299 47.13966333333333, 37.561584557558945 47.13966333333333, 37.561584557558945 47.139496666666666, 37.5617512260749 47.139496666666666, 37.5617512260749 47.13933, 37.56141788904299 47.13933, 37.56141788904299 47.13966333333333))"
2549,2893.0,1,"POLYGON ((37.59116821914008 47.13966333333333, 37.591418221914005 47.13966333333333, 37.591418221914005 47.13933, 37.59116821914008 47.13933, 37.59116821914008 47.13966333333333))"
2550,2894.0,1,"POLYGON ((37.617835181692094 47.13966333333333, 37.618001850208046 47.13966333333333, 37.618001850208046 47.13933, 37.617835181692094 47.13933, 37.617835181692094 47.13966333333333))"
2551,2895.0,1,"POLYGON ((37.62591860471567 47.13966333333333, 37.626085273231624 47.13966333333333, 37.626085273231624 47.13933, 37.62591860471567 47.13933, 37.62591860471567 47.13966333333333))"
2552,2896.0,1,"POLYGON ((37.481250332871014 47.139496666666666, 37.481417001386966 47.139496666666666, 37.481417001386966 47.13933, 37.481250332871014 47.13933, 37.481250332871014 47.139496666666666))"
2553,2897.0,1,"POLYGON ((37.554584479889044 47.139496666666666, 37.554751148404996 47.139496666666666, 37.554751148404996 47.13908, 37.554584479889044 47.13908, 37.554584479889044 47.139496666666666))"
2554,2898.0,1,"POLYGON ((37.56050121220527 47.139496666666666, 37.56100121775312 47.139496666666666, 37.56100121775312 47.13908, 37.56083454923717 47.13908, 37.56083454923717 47.13933, 37.56050121220527 47.13933, 37.56050121220527 47.139496666666666))"
2555,2900.0,1,"POLYGON ((37.577584735090156 47.139496666666666, 37.57825140915395 47.139496666666666, 37.57825140915395 47.13933, 37.578084740638005 47.13933, 37.578084740638005 47.13908, 37.57791807212205 47.13908, 37.57791807212205 47.13933, 37.577584735090156 47.13933, 37.577584735090156 47.139496666666666))"
2556,2903.0,1,"POLYGON ((37.597334954230234 47.13999666666667, 37.59750162274619 47.13999666666667, 37.59750162274619 47.139496666666666, 37.597334954230234 47.139496666666666, 37.597334954230234 47.13933, 37.59750162274619 47.13933, 37.59750162274619 47.13908, 37.597334954230234 47.13908, 37.597334954230234 47.13874666666667, 37.59716828571428 47.13874666666667, 37.59716828571428 47.13908, 37.59675161442441 47.13908, 37.59675161442441 47.139496666666666, 37.59691828294036 47.139496666666666, 37.59691828294036 47.13966333333333, 37.597334954230234 47.13966333333333, 37.597334954230234 47.13999666666667))"
2557,2904.0,1,"POLYGON ((37.60950175589459 47.13966333333333, 37.60966842441054 47.13966333333333, 37.60966842441054 47.139496666666666, 37.60991842718447 47.139496666666666, 37.60991842718447 47.13908, 37.60950175589459 47.13908, 37.60950175589459 47.13933, 37.60900175034674 47.13933, 37.60900175034674 47.139496666666666, 37.60950175589459 47.139496666666666, 37.60950175589459 47.13966333333333))"
2558,2905.0,1,"POLYGON ((37.612585123439665 47.139496666666666, 37.61275179195562 47.139496666666666, 37.61275179195562 47.13933, 37.612585123439665 47.13933, 37.612585123439665 47.139496666666666))"
2559,2906.0,1,"POLYGON ((37.62191856033287 47.139496666666666, 37.62208522884882 47.139496666666666, 37.62208522884882 47.13933, 37.62191856033287 47.13933, 37.62191856033287 47.139496666666666))"
2560,2907.0,1,"POLYGON ((37.66016898474341 47.139496666666666, 37.66033565325936 47.139496666666666, 37.66033565325936 47.13933, 37.66016898474341 47.13933, 37.66016898474341 47.139496666666666))"
2561,2908.0,1,"POLYGON ((37.66108566158113 47.139496666666666, 37.661252330097085 47.139496666666666, 37.661252330097085 47.13933, 37.66108566158113 47.13933, 37.66108566158113 47.139496666666666))"
2562,2909.0,1,"POLYGON ((37.46525015533981 47.13933, 37.465416823855755 47.13933, 37.465416823855755 47.13908, 37.46525015533981 47.13908, 37.46525015533981 47.13933))"
2563,2910.0,1,"POLYGON ((37.55541782246879 47.139496666666666, 37.55566782524272 47.139496666666666, 37.55566782524272 47.13933, 37.55583449375867 47.13933, 37.55583449375867 47.139496666666666, 37.55600116227462 47.139496666666666, 37.55600116227462 47.13874666666667, 37.55583449375867 47.13874666666667, 37.55583449375867 47.13908, 37.55566782524272 47.13908, 37.55566782524272 47.138913333333335, 37.555251153952845 47.138913333333335, 37.555251153952845 47.13933, 37.55541782246879 47.13933, 37.55541782246879 47.139496666666666))"
2564,2911.0,1,"POLYGON ((37.56716795284327 47.13933, 37.567501289875175 47.13933, 37.567501289875175 47.13908, 37.56716795284327 47.13908, 37.56716795284327 47.13933))"
2565,2912.0,1,"POLYGON ((37.57950142302358 47.13933, 37.57966809153953 47.13933, 37.57966809153953 47.13908, 37.57950142302358 47.13908, 37.57950142302358 47.13933))"
2566,2913.0,1,"POLYGON ((37.59841829958391 47.139496666666666, 37.598584968099864 47.139496666666666, 37.598584968099864 47.13908, 37.59841829958391 47.13908, 37.59841829958391 47.138913333333335, 37.59825163106796 47.138913333333335, 37.59825163106796 47.13933, 37.59841829958391 47.13933, 37.59841829958391 47.139496666666666))"
2567,2914.0,1,"POLYGON ((37.59950164493759 47.13933, 37.599668313453535 47.13933, 37.599668313453535 47.13908, 37.59950164493759 47.13908, 37.59950164493759 47.13933))"
2568,2915.0,1,"POLYGON ((37.615668490984746 47.13933, 37.61600182801664 47.13933, 37.61600182801664 47.138913333333335, 37.61583515950069 47.138913333333335, 37.61583515950069 47.13908, 37.615668490984746 47.13908, 37.615668490984746 47.13933))"
2569,2916.0,1,"POLYGON ((37.704586144244104 47.13933, 37.704752812760056 47.13933, 37.704752812760056 47.13908, 37.704586144244104 47.13908, 37.704586144244104 47.13933))"
2570,2917.0,1,"POLYGON ((37.704919481276 47.13933, 37.70508614979195 47.13933, 37.70508614979195 47.13908, 37.704919481276 47.13908, 37.704919481276 47.13933))"
2571,2918.0,1,"POLYGON ((37.482500346740636 47.13908, 37.48341702357836 47.13908, 37.48341702357836 47.13874666666667, 37.483083686546465 47.13874666666667, 37.483083686546465 47.138913333333335, 37.482500346740636 47.138913333333335, 37.482500346740636 47.13908))"
2572,2919.0,1,"POLYGON ((37.554751148404996 47.13908, 37.55491781692094 47.13908, 37.55491781692094 47.138913333333335, 37.554751148404996 47.138913333333335, 37.554751148404996 47.13908))"
2573,2920.0,1,"POLYGON ((37.56300123994452 47.13908, 37.56333457697642 47.13908, 37.56333457697642 47.13874666666667, 37.56300123994452 47.13874666666667, 37.56300123994452 47.13908))"
2574,2921.0,1,"POLYGON ((37.563917916782245 47.13908, 37.56425125381415 47.13908, 37.56425125381415 47.138913333333335, 37.564584590846046 47.138913333333335, 37.564584590846046 47.13874666666667, 37.563917916782245 47.13874666666667, 37.563917916782245 47.13908))"
2575,2922.0,1,"POLYGON ((37.565834604715675 47.13933, 37.5660846074896 47.13933, 37.5660846074896 47.13908, 37.566251276005545 47.13908, 37.566251276005545 47.138913333333335, 37.56566793619972 47.138913333333335, 37.56566793619972 47.13908, 37.565834604715675 47.13908, 37.565834604715675 47.13933))"
2576,2923.0,1,"POLYGON ((37.58333479889043 47.13933, 37.58366813592233 47.13933, 37.58366813592233 47.138913333333335, 37.5830847961165 47.138913333333335, 37.5830847961165 47.13908, 37.58333479889043 47.13908, 37.58333479889043 47.13933))"
2577,2924.0,1,"POLYGON ((37.60125166435506 47.13908, 37.601585001386965 47.13908, 37.601585001386965 47.138913333333335, 37.60125166435506 47.138913333333335, 37.60125166435506 47.13908))"
2578,2925.0,1,"POLYGON ((37.605585045769764 47.13908, 37.60633505409154 47.13908, 37.60633505409154 47.13874666666667, 37.605585045769764 47.13874666666667, 37.605585045769764 47.13908))"
2579,2926.0,1,"POLYGON ((37.62225189736477 47.13908, 37.622501900138694 47.13908, 37.622501900138694 47.138913333333335, 37.62225189736477 47.138913333333335, 37.62225189736477 47.13908))"
2580,2927.0,1,"POLYGON ((37.656085606102636 47.13908, 37.65641894313453 47.13908, 37.65641894313453 47.138913333333335, 37.656085606102636 47.138913333333335, 37.656085606102636 47.13908))"
2581,2928.0,1,"POLYGON ((37.70416947295423 47.13908, 37.70441947572815 47.13908, 37.70441947572815 47.138913333333335, 37.70416947295423 47.138913333333335, 37.70416947295423 47.13908))"
2582,2929.0,1,"POLYGON ((37.55616783079057 47.138913333333335, 37.556334499306516 47.138913333333335, 37.556334499306516 47.13874666666667, 37.55616783079057 47.13874666666667, 37.55616783079057 47.138913333333335))"
2583,2932.0,1,"POLYGON ((37.57900141747573 47.138913333333335, 37.579168085991675 47.138913333333335, 37.579168085991675 47.13874666666667, 37.57900141747573 47.13874666666667, 37.57900141747573 47.138913333333335))"
2584,2933.0,1,"POLYGON ((37.592084895977806 47.138913333333335, 37.59225156449376 47.138913333333335, 37.59225156449376 47.13874666666667, 37.592084895977806 47.13874666666667, 37.592084895977806 47.138913333333335))"
2585,2934.0,1,"POLYGON ((37.622501900138694 47.138913333333335, 37.622668568654646 47.138913333333335, 37.622668568654646 47.13874666666667, 37.622501900138694 47.13874666666667, 37.622501900138694 47.138913333333335))"
2586,2935.0,1,"POLYGON ((37.635585378640776 47.138913333333335, 37.63591871567267 47.138913333333335, 37.63591871567267 47.13874666666667, 37.635585378640776 47.13874666666667, 37.635585378640776 47.138913333333335))"
2587,2936.0,1,"POLYGON ((37.657168951456306 47.138913333333335, 37.65733561997226 47.138913333333335, 37.65733561997226 47.13874666666667, 37.657168951456306 47.13874666666667, 37.657168951456306 47.138913333333335))"
2588,2937.0,1,"POLYGON ((37.65783562552011 47.138913333333335, 37.65800229403606 47.138913333333335, 37.65800229403606 47.13874666666667, 37.65783562552011 47.13874666666667, 37.65783562552011 47.138913333333335))"
2589,2938.0,1,"POLYGON ((37.65875230235783 47.138913333333335, 37.658918970873785 47.138913333333335, 37.658918970873785 47.13874666666667, 37.65875230235783 47.13874666666667, 37.65875230235783 47.138913333333335))"
2590,2939.0,1,"POLYGON ((37.70383613592233 47.138913333333335, 37.704002804438275 47.138913333333335, 37.704002804438275 47.13874666666667, 37.70383613592233 47.13874666666667, 37.70383613592233 47.138913333333335))"
2591,2940.0,1,"POLYGON ((37.5664179445215 47.13933, 37.566917950069346 47.13933, 37.566917950069346 47.13908, 37.56716795284327 47.13908, 37.56716795284327 47.138913333333335, 37.5667512815534 47.138913333333335, 37.5667512815534 47.13874666666667, 37.566917950069346 47.13874666666667, 37.566917950069346 47.13858, 37.56658461303745 47.13858, 37.56658461303745 47.13908, 37.5664179445215 47.13908, 37.5664179445215 47.13933))"
2592,2941.0,1,"POLYGON ((37.60308501803051 47.13933, 37.60358502357836 47.13933, 37.60358502357836 47.13908, 37.60375169209431 47.13908, 37.60375169209431 47.13858, 37.60341835506241 47.13858, 37.60341835506241 47.138913333333335, 37.603251686546464 47.138913333333335, 37.603251686546464 47.13908, 37.60308501803051 47.13908, 37.60308501803051 47.13933))"
2593,2942.0,1,"POLYGON ((37.65550226629681 47.13908, 37.655918937586684 47.13908, 37.655918937586684 47.138913333333335, 37.656085606102636 47.138913333333335, 37.656085606102636 47.13858, 37.65550226629681 47.13858, 37.65550226629681 47.13908))"
2594,2943.0,1,"POLYGON ((37.48500037447989 47.138913333333335, 37.485417045769765 47.138913333333335, 37.485417045769765 47.13858, 37.48516704299584 47.13858, 37.48516704299584 47.13874666666667, 37.48500037447989 47.13874666666667, 37.48500037447989 47.138913333333335))"
2595,2944.0,1,"POLYGON ((37.59908497364771 47.13908, 37.59925164216366 47.13908, 37.59925164216366 47.13874666666667, 37.59950164493759 47.13874666666667, 37.59950164493759 47.13858, 37.59891830513176 47.13858, 37.59891830513176 47.138913333333335, 37.59908497364771 47.138913333333335, 37.59908497364771 47.13908))"
2596,2945.0,1,"POLYGON ((37.49025043273232 47.13874666666667, 37.49041710124827 47.13874666666667, 37.49041710124827 47.13858, 37.49025043273232 47.13858, 37.49025043273232 47.13874666666667))"
2597,2946.0,1,"POLYGON ((37.55650116782247 47.13874666666667, 37.557084507628296 47.13874666666667, 37.557084507628296 47.13858, 37.55650116782247 47.13858, 37.55650116782247 47.13874666666667))"
2598,2947.0,1,"POLYGON ((37.56500126213592 47.13874666666667, 37.56566793619972 47.13874666666667, 37.56566793619972 47.13858, 37.56550126768377 47.13858, 37.56550126768377 47.13841333333333, 37.56566793619972 47.13841333333333, 37.56566793619972 47.13824666666667, 37.565167930651874 47.13824666666667, 37.565167930651874 47.13841333333333, 37.56500126213592 47.13841333333333, 37.56500126213592 47.13874666666667))"
2599,2948.0,1,"POLYGON ((37.587418177531205 47.13874666666667, 37.58758484604716 47.13874666666667, 37.58758484604716 47.13858, 37.587418177531205 47.13858, 37.587418177531205 47.13874666666667))"
2600,2949.0,1,"POLYGON ((37.60000165048544 47.13933, 37.600168319001384 47.13933, 37.600168319001384 47.138913333333335, 37.600334987517336 47.138913333333335, 37.600334987517336 47.13874666666667, 37.600168319001384 47.13874666666667, 37.600168319001384 47.13858, 37.599668313453535 47.13858, 37.599668313453535 47.13874666666667, 37.59983498196949 47.13874666666667, 37.59983498196949 47.138913333333335, 37.599668313453535 47.138913333333335, 37.599668313453535 47.13908, 37.60000165048544 47.13908, 37.60000165048544 47.13933))"
2601,2950.0,1,"POLYGON ((37.61600182801664 47.13874666666667, 37.616168496532595 47.13874666666667, 37.616168496532595 47.13858, 37.61600182801664 47.13858, 37.61600182801664 47.13874666666667))"
2602,2951.0,1,"POLYGON ((37.627168618585294 47.13874666666667, 37.627335287101246 47.13874666666667, 37.627335287101246 47.13858, 37.627168618585294 47.13858, 37.627168618585294 47.13874666666667))"
2603,2952.0,1,"POLYGON ((37.47891697364771 47.13858, 37.47925031067961 47.13858, 37.47925031067961 47.13824666666667, 37.47891697364771 47.13824666666667, 37.47891697364771 47.13858))"
2604,2953.0,1,"POLYGON ((37.557584513176145 47.13858, 37.5577511816921 47.13858, 37.5577511816921 47.13841333333333, 37.557584513176145 47.13841333333333, 37.557584513176145 47.13858))"
2605,2955.0,1,"POLYGON ((37.56566793619972 47.13858, 37.565834604715675 47.13858, 37.565834604715675 47.13841333333333, 37.56566793619972 47.13841333333333, 37.56566793619972 47.13858))"
2606,2957.0,1,"POLYGON ((37.5754180443828 47.13874666666667, 37.57591804993065 47.13874666666667, 37.57591804993065 47.13858, 37.57558471289875 47.13858, 37.57558471289875 47.13841333333333, 37.57525137586685 47.13841333333333, 37.57525137586685 47.13824666666667, 37.57483470457698 47.13824666666667, 37.57483470457698 47.13841333333333, 37.57466803606103 47.13841333333333, 37.57466803606103 47.13858, 37.5754180443828 47.13858, 37.5754180443828 47.13874666666667))"
2607,2958.0,1,"POLYGON ((37.5760847184466 47.13858, 37.57666805825243 47.13858, 37.57666805825243 47.13841333333333, 37.5760847184466 47.13841333333333, 37.5760847184466 47.13858))"
2608,2959.0,1,"POLYGON ((37.59391824965326 47.14091333333333, 37.59425158668516 47.14091333333333, 37.59425158668516 47.140746666666665, 37.594418255201106 47.140746666666665, 37.594418255201106 47.14058, 37.59391824965326 47.14058, 37.59391824965326 47.140413333333335, 37.59425158668516 47.140413333333335, 37.59425158668516 47.140163333333334, 37.59375158113731 47.140163333333334, 37.59375158113731 47.13999666666667, 37.59408491816921 47.13999666666667, 37.59408491816921 47.13983, 37.594418255201106 47.13983, 37.594418255201106 47.13966333333333, 37.595001595006934 47.13966333333333, 37.595001595006934 47.13983, 37.595168263522886 47.13983, 37.595168263522886 47.140163333333334, 37.595001595006934 47.140163333333334, 37.595001595006934 47.140413333333335, 37.59583493758669 47.140413333333335, 37.59583493758669 47.140163333333334, 37.59608494036061 47.140163333333334, 37.59608494036061 47.13966333333333, 37.595668269070735 47.13966333333333, 37.595668269070735 47.139496666666666, 37.59550160055478 47.139496666666666, 37.59550160055478 47.13933, 37.59533493203883 47.13933, 37.59533493203883 47.138913333333335, 37.595168263522886 47.138913333333335, 37.595168263522886 47.13858, 37.59533493203883 47.13858, 37.59533493203883 47.13841333333333, 37.59458492371706 47.13841333333333, 37.59458492371706 47.13858, 37.595001595006934 47.13858, 37.595001595006934 47.13874666666667, 37.59425158668516 47.13874666666667, 37.59425158668516 47.138913333333335, 37.59408491816921 47.138913333333335, 37.59408491816921 47.13908, 37.59391824965326 47.13908, 37.59391824965326 47.13933, 37.59316824133148 47.13933, 37.59316824133148 47.139496666666666, 37.59300157281553 47.139496666666666, 37.59300157281553 47.13874666666667, 37.592834904299586 47.13874666666667, 37.592834904299586 47.13908, 37.59225156449376 47.13908, 37.59225156449376 47.13933, 37.592668235783634 47.13933, 37.592668235783634 47.139496666666666, 37.59191822746186 47.139496666666666, 37.59191822746186 47.13966333333333, 37.59175155894591 47.13966333333333, 37.59175155894591 47.13983, 37.592084895977806 47.13983, 37.592084895977806 47.140163333333334, 37.59225156449376 47.140163333333334, 37.59225156449376 47.140413333333335, 37.59250156726768 47.140413333333335, 37.59250156726768 47.14058, 37.59225156449376 47.14058, 37.59225156449376 47.140746666666665, 37.59300157281553 47.140746666666665, 37.59300157281553 47.14058, 37.592834904299586 47.14058, 37.592834904299586 47.140413333333335, 37.59316824133148 47.140413333333335, 37.59316824133148 47.14058, 37.59350157836339 47.14058, 37.59350157836339 47.140746666666665, 37.59391824965326 47.140746666666665, 37.59391824965326 47.14091333333333), (37.592668235783634 47.140163333333334, 37.592668235783634 47.13999666666667, 37.592834904299586 47.13999666666667, 37.592834904299586 47.13983, 37.59316824133148 47.13983, 37.59316824133148 47.13999666666667, 37.59300157281553 47.13999666666667, 37.59300157281553 47.140163333333334, 37.592668235783634 47.140163333333334), (37.59533493203883 47.140163333333334, 37.59533493203883 47.13999666666667, 37.595668269070735 47.13999666666667, 37.595668269070735 47.140163333333334, 37.59533493203883 47.140163333333334), (37.59425158668516 47.139496666666666, 37.59425158668516 47.13933, 37.594418255201106 47.13933, 37.594418255201106 47.139496666666666, 37.59425158668516 47.139496666666666), (37.59483492649098 47.139496666666666, 37.59483492649098 47.13933, 37.595001595006934 47.13933, 37.595001595006934 47.139496666666666, 37.59483492649098 47.139496666666666))"
2609,2960.0,1,"POLYGON ((37.56141788904299 47.13908, 37.5617512260749 47.13908, 37.5617512260749 47.138913333333335, 37.56191789459085 47.138913333333335, 37.56191789459085 47.13841333333333, 37.56141788904299 47.13841333333333, 37.56141788904299 47.13824666666667, 37.56100121775312 47.13824666666667, 37.56100121775312 47.13841333333333, 37.56116788626907 47.13841333333333, 37.56116788626907 47.13858, 37.56083454923717 47.13858, 37.56083454923717 47.13874666666667, 37.56116788626907 47.13874666666667, 37.56116788626907 47.138913333333335, 37.56141788904299 47.138913333333335, 37.56141788904299 47.13908))"
2610,2964.0,1,"POLYGON ((37.620335209431346 47.13841333333333, 37.6205018779473 47.13841333333333, 37.6205018779473 47.13824666666667, 37.620335209431346 47.13824666666667, 37.620335209431346 47.13841333333333))"
2611,2965.0,1,"POLYGON ((37.577334732316224 47.13874666666667, 37.57791807212205 47.13874666666667, 37.57791807212205 47.13841333333333, 37.5777514036061 47.13841333333333, 37.5777514036061 47.13824666666667, 37.577584735090156 47.13824666666667, 37.577584735090156 47.137996666666666, 37.57700139528433 47.137996666666666, 37.57700139528433 47.13858, 37.577334732316224 47.13858, 37.577334732316224 47.13874666666667))"
2612,2966.0,1,"POLYGON ((37.555251153952845 47.13841333333333, 37.55541782246879 47.13841333333333, 37.55541782246879 47.13824666666667, 37.55566782524272 47.13824666666667, 37.55566782524272 47.13841333333333, 37.55583449375867 47.13841333333333, 37.55583449375867 47.137996666666666, 37.555251153952845 47.137996666666666, 37.555251153952845 47.13841333333333))"
2613,2967.0,1,"POLYGON ((37.58150144521498 47.13841333333333, 37.58183478224688 47.13841333333333, 37.58183478224688 47.137996666666666, 37.58166811373093 47.137996666666666, 37.58166811373093 47.13824666666667, 37.58150144521498 47.13824666666667, 37.58150144521498 47.13841333333333))"
2614,2968.0,1,"POLYGON ((37.59583493758669 47.13858, 37.59608494036061 47.13858, 37.59608494036061 47.137996666666666, 37.59583493758669 47.137996666666666, 37.59583493758669 47.13824666666667, 37.595668269070735 47.13824666666667, 37.595668269070735 47.13841333333333, 37.59583493758669 47.13841333333333, 37.59583493758669 47.13858))"
2615,2969.0,1,"POLYGON ((37.60358502357836 47.13841333333333, 37.60375169209431 47.13841333333333, 37.60375169209431 47.13824666666667, 37.60400169486824 47.13824666666667, 37.60400169486824 47.13841333333333, 37.604335031900135 47.13841333333333, 37.604335031900135 47.13824666666667, 37.60416836338419 47.13824666666667, 37.60416836338419 47.137996666666666, 37.60358502357836 47.137996666666666, 37.60358502357836 47.13841333333333))"
2616,2970.0,1,"POLYGON ((37.5594178668516 47.13841333333333, 37.55958453536755 47.13841333333333, 37.55958453536755 47.13824666666667, 37.559917872399446 47.13824666666667, 37.559917872399446 47.137996666666666, 37.559251198335645 47.137996666666666, 37.559251198335645 47.13824666666667, 37.5594178668516 47.13824666666667, 37.5594178668516 47.13841333333333))"
2617,2971.0,1,"POLYGON ((37.56350124549237 47.13824666666667, 37.5637512482663 47.13824666666667, 37.5637512482663 47.137996666666666, 37.56350124549237 47.137996666666666, 37.56350124549237 47.13824666666667))"
2618,2973.0,1,"POLYGON ((37.58850152288488 47.13824666666667, 37.588668191400835 47.13824666666667, 37.588668191400835 47.137996666666666, 37.58850152288488 47.137996666666666, 37.58850152288488 47.13824666666667))"
2619,2974.0,1,"POLYGON ((37.60000165048544 47.13824666666667, 37.600168319001384 47.13824666666667, 37.600168319001384 47.137996666666666, 37.60000165048544 47.137996666666666, 37.60000165048544 47.13824666666667))"
